"SID","Commodity code","Product line suffix","Start date","End date","Indentation","End line","Description"
27948,"0203220000","80","01/01/1972","",2,0,"Hams, shoulders and cuts thereof, with bone in"
27949,"0203221100","10","01/01/1972","",3,0,"Of domestic swine"
27950,"0203221100","80","01/01/1972","",4,1,"Hams and cuts thereof"
27951,"0203221900","80","01/01/1972","",4,1,"Shoulders and cuts thereof"
27952,"0203229000","80","01/01/1972","",3,1,"Other"
27953,"0203290000","80","01/01/1972","",2,0,"Other"
27954,"0203291100","10","01/01/1972","",3,0,"Of domestic swine"
27955,"0203291100","80","01/01/1972","",4,1,"Fore-ends and cuts thereof"
27956,"0203291300","80","01/01/1972","",4,1,"Loins and cuts thereof, with bone in"
27957,"0203291500","80","01/01/1972","",4,1,"Bellies (streaky) and cuts thereof"
27960,"0203295500","10","01/01/1972","",4,0,"Other"
27961,"0203295500","80","01/01/1972","",5,0,"Boneless"
85034,"0203295520","10","01/07/2006","",6,0,"Loins and cuts thereof, excluding tenderloin presented separately"
85035,"0203295520","80","01/07/2006","",7,1,"Loins"
85036,"0203295530","80","01/07/2006","",7,1,"Cuts"
27964,"0203295591","10","01/03/1992","",6,0,"Other"
27965,"0203295591","80","01/03/1992","",7,1,"Tenderloin, presented separately"
59044,"0203295592","80","01/07/1995","",7,1,"Ham and cuts of ham"
27966,"0203295599","80","01/03/1992","",7,1,"Other"
27967,"0203295900","80","01/01/1972","",5,1,"Other"
27968,"0203299000","80","01/01/1972","",3,1,"Other"
27969,"0204000000","80","01/01/1972","",0,0,"Meat of sheep or goats, fresh, chilled or frozen"
27970,"0204100000","80","01/01/1972","",1,0,"Carcases and half-carcases of lamb, fresh or chilled"
27971,"0204100010","80","01/01/1972","",2,1,"Of domestic lamb"
27972,"0204100090","80","01/01/1972","",2,1,"Other"
27973,"0204210000","10","01/01/1972","",1,0,"Other meat of sheep, fresh or chilled"
27974,"0204210000","80","01/01/1972","",2,0,"Carcases and half-carcases"
27975,"0204210010","80","01/01/1972","",3,1,"Of domestic sheep"
27976,"0204210090","80","01/01/1972","",3,1,"Other"
27977,"0204220000","80","01/01/1972","",2,0,"Other cuts with bone in"
27978,"0204221000","80","01/01/1972","",3,0,"Short forequarters"
27979,"0204221010","80","01/01/1972","",4,1,"Of domestic sheep"
27980,"0204221090","80","01/01/1972","",4,1,"Other"
27981,"0204223000","80","01/01/1972","",3,0,"Chines and/or best ends"
27982,"0204223010","80","01/01/1972","",4,1,"Of domestic sheep"
27983,"0204223090","80","01/01/1972","",4,1,"Other"
27984,"0204225000","80","01/01/1972","",3,0,"Legs"
27985,"0204225010","80","01/01/1972","",4,1,"Of domestic sheep"
27986,"0204225090","80","01/01/1972","",4,1,"Other"
27987,"0204229000","80","01/01/1972","",3,0,"Other"
27988,"0204229010","80","01/01/1972","",4,1,"Of domestic sheep"
27989,"0204229090","80","01/01/1972","",4,1,"Other"
27990,"0204230000","80","01/01/1972","",2,0,"Boneless"
79494,"0204230011","10","01/01/2004","",3,0,"Of domestic sheep"
79495,"0204230011","80","01/01/2004","",4,1,"Of lamb"
79496,"0204230019","80","01/01/2004","",4,1,"Other"
79499,"0204230091","10","01/01/2004","",3,0,"Other"
79497,"0204230091","80","01/01/2004","",4,1,"Of lamb"
79498,"0204230099","80","01/01/2004","",4,1,"Other"
27993,"0204300000","80","01/01/1972","",1,0,"Carcases and half-carcases of lamb, frozen"
27994,"0204300010","80","01/01/1972","",2,1,"Of domestic lamb"
27995,"0204300090","80","01/01/1972","",2,1,"Other"
27996,"0204410000","10","01/01/1972","",1,0,"Other meat of sheep, frozen"
27997,"0204410000","80","01/01/1972","",2,0,"Carcases and half-carcases"
27998,"0204410010","80","01/01/1972","",3,1,"Of domestic sheep"
27999,"0204410090","80","01/01/1972","",3,1,"Other"
28000,"0204420000","80","01/01/1972","",2,0,"Other cuts with bone in"
28001,"0204421000","80","01/01/1972","",3,0,"Short forequarters"
28002,"0204421010","80","01/01/1972","",4,1,"Of domestic sheep"
28003,"0204421090","80","01/01/1972","",4,1,"Other"
28004,"0204423000","80","01/01/1972","",3,0,"Chines and/or best ends"
28005,"0204423010","80","01/01/1972","",4,1,"Of domestic sheep"
28006,"0204423090","80","01/01/1972","",4,1,"Other"
28007,"0204425000","80","01/01/1972","",3,0,"Legs"
28008,"0204425010","80","01/01/1972","",4,1,"Of domestic sheep"
28009,"0204425090","80","01/01/1972","",4,1,"Other"
28010,"0204429000","80","01/01/1972","",3,0,"Other"
28011,"0204429010","80","01/01/1972","",4,1,"Of domestic sheep"
28012,"0204429090","80","01/01/1972","",4,1,"Other"
28013,"0204430000","80","01/01/1972","",2,0,"Boneless"
28016,"0204431000","80","01/01/1993","",3,0,"Of lamb"
28017,"0204431010","80","01/01/1993","",4,1,"Of domestic sheep"
28018,"0204431090","80","01/01/1993","",4,1,"Other"
28019,"0204439000","80","01/01/1993","",3,0,"Other"
28020,"0204439010","80","01/01/1993","",4,1,"Of domestic sheep"
28021,"0204439090","80","01/01/1993","",4,1,"Other"
28022,"0204500000","80","01/01/1972","",1,0,"Meat of goats"
28023,"0204501100","10","01/01/1972","",2,0,"Fresh or chilled"
28024,"0204501100","80","01/01/1972","",3,1,"Carcases and half-carcases"
28025,"0204501300","80","01/01/1972","",3,1,"Short forequarters"
28026,"0204501500","80","01/01/1972","",3,1,"Chines and/or best ends"
28027,"0204501900","80","01/01/1972","",3,1,"Legs"
28028,"0204503100","10","01/01/1972","",3,0,"Other"
28029,"0204503100","80","01/01/1972","",4,1,"Cuts with bone in"
28030,"0204503900","80","01/01/1972","",4,0,"Boneless cuts"
79502,"0204503910","80","01/01/2004","",5,1,"Goatmeat of kid"
79500,"0204503990","80","01/01/2004","",5,1,"Other"
28031,"0204505100","10","01/01/1972","",2,0,"Frozen"
28032,"0204505100","80","01/01/1972","",3,1,"Carcases and half-carcases"
28033,"0204505300","80","01/01/1972","",3,1,"Short forequarters"
28034,"0204505500","80","01/01/1972","",3,1,"Chines and/or best ends"
28035,"0204505900","80","01/01/1972","",3,1,"Legs"
28036,"0204507100","10","01/01/1972","",3,0,"Other"
28037,"0204507100","80","01/01/1972","",4,1,"Cuts with bone in"
28038,"0204507900","80","01/01/1972","",4,0,"Boneless cuts"
79504,"0204507910","80","01/01/2004","",5,1,"Goatmeat of kid"
79501,"0204507990","80","01/01/2004","",5,1,"Other"
28039,"0205000000","80","01/01/1972","",0,0,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen"
77134,"0205002000","80","01/01/2004","",1,1,"Fresh or chilled"
77135,"0205008000","80","01/01/2004","",1,1,"Frozen"
28044,"0206000000","80","01/01/1972","",0,0,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen"
28045,"0206100000","80","01/01/1972","",1,0,"Of bovine animals, fresh or chilled"
28046,"0206101000","80","01/01/1972","",2,1,"For the manufacture of pharmaceutical products"
89175,"0206109500","10","01/01/2008","",2,0,"Other"
28049,"0206109500","80","01/01/1972","",3,0,"Thick skirt and thin skirt"
104259,"0206109511","10","21/09/2017","",4,0,"Of high quality"
104261,"0206109511","80","21/09/2017","",5,1,"Of bison"
104263,"0206109515","80","21/09/2017","",5,1,"Other"
104256,"0206109591","10","21/09/2017","",4,0,"Other"
104257,"0206109591","80","21/09/2017","",5,1,"Of bison"
104258,"0206109599","80","21/09/2017","",5,1,"Other"
89174,"0206109800","80","01/01/2008","",3,1,"Other"
28053,"0206210000","10","01/01/1972","",1,0,"Of bovine animals, frozen"
28054,"0206210000","80","01/01/1972","",2,1,"Tongues"
28055,"0206220000","80","01/01/1972","",2,1,"Livers"
28058,"0206290000","80","01/01/1972","",2,0,"Other"
28059,"0206291000","80","01/01/1972","",3,1,"For the manufacture of pharmaceutical products"
28060,"0206299100","10","01/01/1972","",3,0,"Other"
28061,"0206299100","80","01/01/1972","",4,0,"Thick skirt and thin skirt"
104264,"0206299111","10","21/09/2017","",5,0,"Of high quality"
104265,"0206299111","20","21/09/2017","",6,0,"Thin skirt, whole"
104266,"0206299111","80","21/09/2017","",7,1,"Of bison"
104267,"0206299115","80","21/09/2017","",7,1,"Other"
104268,"0206299121","10","21/09/2017","",6,0,"Other"
104270,"0206299121","80","21/09/2017","",7,1,"Of bison"
104269,"0206299129","80","21/09/2017","",7,1,"Other"
104469,"0206299133","10","21/09/2017","",5,0,"Other"
104468,"0206299133","20","21/09/2017","",6,0,"Thin skirt, whole"
104467,"0206299133","30","21/09/2017","",7,0,"Intended for processing"
104466,"0206299133","40","21/09/2017","",8,0,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)"
104283,"0206299133","80","21/09/2017","",9,1,"Of bison"
104470,"0206299135","80","21/09/2017","",9,1,"Other"
104295,"0206299137","10","21/09/2017","",8,0,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)"
104298,"0206299137","80","21/09/2017","",9,1,"Of bison"
104284,"0206299138","80","21/09/2017","",9,1,"Other"
104465,"0206299141","10","21/09/2017","",8,0,"Other"
104463,"0206299141","80","21/09/2017","",9,1,"Of bison"
104464,"0206299142","80","21/09/2017","",9,1,"Other"
104380,"0206299144","10","21/09/2017","",7,0,"Other"
104354,"0206299144","80","21/09/2017","",8,1,"Of bison"
104381,"0206299145","80","21/09/2017","",8,1,"Other"
104305,"0206299151","10","21/09/2017","",6,0,"Other"
104306,"0206299151","20","21/09/2017","",7,0,"Intended for processing"
104307,"0206299151","30","21/09/2017","",8,0,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)"
104308,"0206299151","80","21/09/2017","",9,1,"Of bison"
104309,"0206299159","80","21/09/2017","",9,1,"Other"
104310,"0206299161","10","21/09/2017","",8,0,"For the manufacture of other products than products falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)"
104311,"0206299161","80","21/09/2017","",9,1,"Of bison"
104312,"0206299169","80","21/09/2017","",9,1,"Other"
104462,"0206299171","10","21/09/2017","",8,0,"Other"
104460,"0206299171","80","21/09/2017","",9,1,"Of bison"
104461,"0206299179","80","21/09/2017","",9,1,"Other"
104317,"0206299191","10","21/09/2017","",7,0,"Other"
104318,"0206299191","80","21/09/2017","",8,1,"Of bison"
28077,"0206299199","80","01/01/1989","",8,1,"Other"
28078,"0206299900","80","01/01/1972","",4,1,"Other"
28079,"0206300000","80","01/01/1972","",1,0,"Of swine, fresh or chilled"
77136,"0206300010","80","01/01/2004","",2,1,"Of domestic swine"
77137,"0206300090","80","01/01/2004","",2,1,"Other"
28086,"0206410000","10","01/01/1972","",1,0,"Of swine, frozen"
28087,"0206410000","80","01/01/1972","",2,0,"Livers"
77138,"0206410010","80","01/01/2004","",3,1,"Of domestic swine"
77139,"0206410090","80","01/01/2004","",3,1,"Other"
28092,"0206490000","80","01/01/1972","",2,1,"Other"
28097,"0206800000","80","01/01/1972","",1,0,"Other, fresh or chilled"
28098,"0206801000","80","01/01/1972","",2,1,"For the manufacture of pharmaceutical products"
28099,"0206809100","10","01/01/1972","",2,0,"Other"
28100,"0206809100","80","01/01/1972","",3,1,"Of horses, asses, mules and hinnies"
28101,"0206809900","80","01/01/1972","",3,1,"Of sheep and goats"
28102,"0206900000","80","01/01/1972","",1,0,"Other, frozen"
28103,"0206901000","80","01/01/1972","",2,1,"For the manufacture of pharmaceutical products"
28104,"0206909100","10","01/01/1972","",2,0,"Other"
28105,"0206909100","80","01/01/1972","",3,1,"Of horses, asses, mules and hinnies"
28106,"0206909900","80","01/01/1972","",3,1,"Of sheep and goats"
28107,"0207000000","80","01/01/1972","",0,0,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen"
59206,"0207110000","10","01/01/1996","",1,0,"Of fowls of the species Gallus domesticus"
59207,"0207110000","80","01/01/1996","",2,0,"Not cut in pieces, fresh or chilled"
59208,"0207111000","80","01/01/1996","",3,1,"Plucked and gutted, with heads and feet, known as '83 % chickens'"
59209,"0207113000","80","01/01/1996","",3,1,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70 % chickens'"
59210,"0207119000","80","01/01/1996","",3,1,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65 % chickens', or otherwise presented"
59211,"0207120000","80","01/01/1996","",2,0,"Not cut in pieces, frozen"
59212,"0207121000","80","01/01/1996","",3,1,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70 % chickens'"
59213,"0207129000","80","01/01/1996","",3,1,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65 % chickens', or otherwise presented"
59214,"0207130000","80","01/01/1996","",2,0,"Cuts and offal, fresh or chilled"
59215,"0207131000","10","01/01/1996","",3,0,"Cuts"
59216,"0207131000","80","01/01/1996","",4,1,"Boneless"
59217,"0207132000","10","01/01/1996","",4,0,"With bone in"
59218,"0207132000","80","01/01/1996","",5,1,"Halves or quarters"
59219,"0207133000","80","01/01/1996","",5,1,"Whole wings, with or without tips"
59220,"0207134000","80","01/01/1996","",5,1,"Backs, necks, backs with necks attached, rumps and wing-tips"
59221,"0207135000","80","01/01/1996","",5,1,"Breasts and cuts thereof"
59222,"0207136000","80","01/01/1996","",5,1,"Legs and cuts thereof"
59223,"0207137000","80","01/01/1996","",5,1,"Other"
59224,"0207139100","10","01/01/1996","",3,0,"Offal"
59225,"0207139100","80","01/01/1996","",4,1,"Livers"
59226,"0207139900","80","01/01/1996","",4,1,"Other"
59227,"0207140000","80","01/01/1996","",2,0,"Cuts and offal, frozen"
59228,"0207141000","10","01/01/1996","",3,0,"Cuts"
59229,"0207141000","80","01/01/1996","",4,1,"Boneless"
59230,"0207142000","10","01/01/1996","",4,0,"With bone in"
59231,"0207142000","80","01/01/1996","",5,1,"Halves or quarters"
59232,"0207143000","80","01/01/1996","",5,1,"Whole wings, with or without tips"
59233,"0207144000","80","01/01/1996","",5,1,"Backs, necks, backs with necks attached, rumps and wing-tips"
59234,"0207145000","80","01/01/1996","",5,1,"Breasts and cuts thereof"
59235,"0207146000","80","01/01/1996","",5,1,"Legs and cuts thereof"
59236,"0207147000","80","01/01/1996","",5,1,"Other"
59237,"0207149100","10","01/01/1996","",3,0,"Offal"
59238,"0207149100","80","01/01/1996","",4,1,"Livers"
59239,"0207149900","80","01/01/1996","",4,1,"Other"
59240,"0207240000","10","01/01/1996","",1,0,"Of turkeys"
59241,"0207240000","80","01/01/1996","",2,0,"Not cut in pieces, fresh or chilled"
59242,"0207241000","80","01/01/1996","",3,1,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '80 % turkeys'"
59243,"0207249000","80","01/01/1996","",3,1,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '73 % turkeys', or otherwise presented"
59244,"0207250000","80","01/01/1996","",2,0,"Not cut in pieces, frozen"
