Key,Was,Is
0403204900_80,Other,"Other than containing, by weight, less than 1,5 % milkfat, 5 % sucrose (including invert sugar) or isoglucose, 5 % glucose or starch"
0403204936_80,Other,Other than containing less than 70 % of sucrose (including invert sugar expessed as sucrose)
0403204939_10,Other,Other than containing 60 % or more by weight of sucrose (including invert sugar expressed as sucrose) or isoglucose expressed as sucrose
0403204990_80,Other,"Other than preparation in powder form containing by weight: - 15 % or more but not more than 35 % of wheat derived Maltodextrin, - 15 % or more but not more than 35 % of whey (milk serum), - 10 % or more but not more than 30 % of refined, bleached, deodorised and non-hydrogenated sunflower oil, - 10 % or more but not more than 30 % of blended, aged spray dried cheese, - 5 % or more but not more than 15 % of buttermilk and - 0,1 % or more but not more than 10 % of sodium caseinate, disodium phosphate, lactic acid"
0403900000_80,Other,Other than yogurt
0403905100_10,Other,"Other than in powder, granules or other solid forms"
0404104800_10,Other,"Other than in powder, granules or other solid forms"
0404900000_80,Other,"Other than whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter"
0404908390_80,Other,"Other than special milk, for infants, in hermetically sealed containers of a net content not exceeding 500 g of a fat content, by weight, exceeding 10 %"
0405101190_80,Other,"Other than butter, at least six weeks old, of a fat content by weight of not less than 80% but less than 85%, manufactured directly from milk or cream without the use of stored materials, in a single, self-contained and uninterrupted process"
0405101900_80,Other,Other than in immediate packings of a net content not exceeding 1 kg
0405101990_80,Other,"Other than butter, at least six weeks old, of a fat content by weight of not less than 80% but less than 85%, manufactured directly from milk or cream without the use of stored materials, in a single, self-contained and uninterrupted process"
0405103090_80,Other,"Other than butter, at least six weeks old, of a fat content by weight of not less than 80% but less than 85%, manufactured directly from milk or cream without the use of stored materials, in a single, self-contained and uninterrupted process which may involve the cream passing through a stage where the butterfat is concentrated and/or fractionated (the processes referred to as 'Ammix' and 'Spreadable')"
0405109000_80,Other,"Other than of a fat content, by weight, not exceeding 85 %"
0405201080_80,Other,Other than in immediate packings of a net capacity of 1 kg or less
0405203080_80,Other,Other than in immediate packings of a net capacity of 1 kg or less
0405909000_80,Other,"Other than of a fat content, by weight, of 99,3 % or more and of a water content, by weight, not exceeding 0,5 %"
0406103090_80,Other,"Other than pizza cheese, frozen, cut into pieces each weighing not more than 1 gram, in containers with a net content of 5kg or more, of a water content, by weight, of 52% or more, and a fat content by weight in the dry matter of 38% or more"
0406105000_80,Other,"Other than mozzarella, whether or not in a liquid"
0406108000_80,Other,"Other than of a fat content, by weight, not exceeding 40 %"
0406108080_80,Other,"Other than pizza cheese, frozen, cut into pieces each weighing not more than 1 gram, in containers with a net content of 5kg or more, or a water content, by weight, of 52% or more, and a fat content by weight in the dry matter of 38% or more"
0406303100_10,Other,"Other than in the manufacture of which no cheeses other than Emmentaler, Gruyere and Appenzell have been used and which may contain, as an addition, Glarus herb cheese (known as Schabziger); put up for retail sale, of a fat content by weight in the dry matter not exceeding 56 %"
0406901300_10,Other,Other than for processing
0406906100_10,Other,"Other than cheese of sheep's milk or buffalo milk in containers containing brine, or in sheepskin or goatskin bottles"
0406906390_80,Other,Other than pecorino
0406907590_80,Other,Other than caciocavallo
0406907690_80,Other,Other than fontina
0406907990_80,Other,"Other than esrom, Italico, Kernhem, Saint-Paulin"
0406908190_80,Other,Other than cantal
0406908690_80,Other,"Other than tulum Peyniri, made from sheep's milk or buffalo milk, in individual plastic or other kind of packings of less than 10 kg"
0406908990_80,Other,"Other than tulum Peyniri, made from sheep's milk or buffalo milk, in individual plastic or other kind of packings of less than 10 kg"
0406909290_80,Other,"Other than tulum Peyniri, made from sheep's milk or buffalo milk, in individual plastic or other kind of packings of less than 10 kg"
0406909900_80,Other,"Other than of a fat content, by weight, not exceeding 40 % and a water content, by weight, in the non-fatty matter"
0407190000_80,Other,Other than of fowls of the species Gallus domesticus
0407191900_80,Other,Other than of turkeys or geese
0407199000_80,Other,"Other than of poultry, other than of fowls of the species Gallus domesticus"
0407290000_80,Other,Other than of fowls of the species Gallus domesticus
0407299000_80,Other,"Other than of poultry, other than of fowls of the species Gallus domesticus"
0407909000_80,Other,Other than of poultry
0408118000_80,Other,Other than unfit for human consumption
0408190000_80,Other,Other than dried
0408198100_10,Other,Other than unfit for human consumption
0408910000_10,Other,Other than egg yolks
0408918000_80,Other,Other than unfit for human consumption
0408990000_80,Other,Other than dried
0408998000_80,Other,Other than unfit for human consumption
0410109100_10,Other,"Other than fresh, chilled or frozen"
0410109900_80,Other,Other than edible flours and meals of meat or meat offal
0410900000_80,Other,Other than insects
0502900000_80,Other,"Other than pigs', hogs' or boars' bristles and hair and waste thereof"
0504000090_80,Other,Other than casings
0505109000_80,Other,Other than raw
0505900000_80,Other,Other than feathers of a kind used for stuffing; down
0506900000_80,Other,Other than ossein and bones treated with acid
0507900000_80,Other,Other than ivory; ivory powder and waste
0508009000_80,Other,Other than red coral (Corallium rubrum)
0511910000_10,Other,Other than bovine semen
0511919000_80,Other,Other than fish waste
0511990000_80,Other,"Other than products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3"
0511993900_80,Other,Other than raw
0601209090_80,Other,Other than plants (rhizomes in flower) of Colocasia Schott
0602109000_80,Other,Other than of vines
0602109090_80,Other,"Other than mormodica L., Solanum Melogena L. and Trichosantes L."
0602202000_10,Other,"Other than vine slips, grafted or rooted"
0602203000_10,Other,Other than with bare roots
0602208000_80,Other,Other than citrus
0602400090_80,Other,Other than cuttings
0602904500_10,Other,Other than forest trees
0602904600_10,Other,Other than rooted cuttings and young plants
0602904700_10,Other,Other than with bare roots
0602904800_80,Other,Other than conifers and evergreens
0602905090_80,Other,"Other than mormodica L., Solanum Melogena L. and Trichosantes L."
0602909100_10,Other,"Other than rooted cuttings and young plants, excluding cacti"
0602909190_80,Other,Other than potted plants not exceeding 1 m in height
0602909900_80,Other,"Other than flowering plants with buds or flowers, excluding cacti"
0602909990_80,Other,Other than potted plants not exceeding 1 m in height
0603900000_80,Other,Other than fresh
0604201900_80,Other,Other than reindeer moss
0604900000_80,Other,Other than fresh
0604901900_80,Other,Other than reindeer moss
0604909100_10,Other,Other than mosses and lichens
0604909900_80,Other,Other than not further prepared than dried
0701900000_80,Other,Other than seed
0701905000_10,Other,Other than for the manufacture of starch
0701909000_80,Other,"Other than new, from 1 January to 30 June"
0701909090_80,Other,"Other than so-called 'New', from 1 July to 31 December"
0702000099_80,Other,Other than cherry tomatoes
0703101900_80,Other,Other than sets
0704101090_80,Other,Other than headed broccoli
0704109000_80,Other,Other than cauliflowers and headed broccoli
0704909000_80,Other,Other than white cabbages and red cabbages
0705190000_80,Other,Other than cabbage lettuce (head lettuce)
0705290000_80,Other,Other than witloof chicory (Cichorium intybus var. foliosum)
0706100090_80,Other,Other than carrots
0706900000_80,Other,Other than carrots and turnips
0707000520_80,Other,Other than small cucumbers of a length not exceeding 15 cm
0707000590_10,Other,Other than intended for processing
0707000599_80,Other,Other than small cucumbers of a length not exceeding 15 cm
0708900020_80,Other,Other than broad beans (Vicia Faba major L.)
0708900090_80,Other,Other than broad beans
0709200090_80,Other,Other than green
0709530090_80,Other,Other than fresh or chilled chanterelles for treatment other than simple repacking for retail sale
0709609100_10,Other,Other than sweet peppers
0709609990_80,Other,Other than peppers (other than sweet) (Capsicum spp.)
0709929000_80,Other,Other than for uses other than the production of oil
0709939000_80,Other,Other than courgettes
0709996090_80,Other,Other than for animal feeding
0710210090_80,Other,"Other than peas in pods, of the species Pisum sativum of the variety Hortense axiphium, frozen, of a thickness of not more than 6 mm, to be used, in their pods, in the manufacture of prepared meals"
0710400091_10,Other,"Other than corn cobs (Zea Mays Saccharata) whether or not cut, with a diameter of 10 mm or more, but not more than 20 mm, for use in the manufacture of products of the food industry for treatment other than simple repacking"
